# Copyright (C) 1991-2013 Altera Corporation
# Your use of Altera Corporation's design tools, logic functions 
# and other software and tools, and its AMPP partner logic 
# functions, and any output files from any of the foregoing 
# (including device programming or simulation files), and any 
# associated documentation or information are expressly subject 
# to the terms and conditions of the Altera Program License 
# Subscription Agreement, Altera MegaCore Function License 
# Agreement, or other applicable license agreement, including, 
# without limitation, that your use is for the sole purpose of 
# programming logic devices manufactured by Altera and sold by 
# Altera or its authorized distributors.  Please refer to the 
# applicable agreement for further details.

# Quartus II 64-Bit Version 13.0.1 Build 232 06/12/2013 Service Pack 1 SJ Web Edition
# File: C:\SPS\VeekMT2_assignments.csv
# Generated on: Fri Oct 06 14:12:12 2023

Status,From,To,Assignment Name,Value,Enabled,Entity,Comment,Tag
Ok,,TD_DATA[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,TD_DATA[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,TD_DATA[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,TD_DATA[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,TD_DATA[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,TD_DATA[7],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,TD_HS,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,TD_RESET_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,TD_VS,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,TD_CLK27,Location,PIN_B14,Yes,,,
Ok,,TD_DATA[0],Location,PIN_E8,Yes,,,
Ok,,TD_DATA[1],Location,PIN_A7,Yes,,,
Ok,,TD_DATA[2],Location,PIN_D8,Yes,,,
Ok,,TD_DATA[3],Location,PIN_C7,Yes,,,
Ok,,TD_DATA[4],Location,PIN_D7,Yes,,,
Ok,,TD_DATA[5],Location,PIN_D6,Yes,,,
Ok,,TD_DATA[6],Location,PIN_E7,Yes,,,
Ok,,TD_DATA[7],Location,PIN_F7,Yes,,,
Ok,,TD_HS,Location,PIN_E5,Yes,,,
Ok,,TD_RESET_N,Location,PIN_G7,Yes,,,
Ok,,TD_VS,Location,PIN_E4,Yes,,,
Ok,,OTG_ADDR[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_ADDR[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_CS_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[7],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[8],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[9],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[10],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[11],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[12],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[13],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[14],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_DATA[15],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_INT,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_RD_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_RST_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_WE_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,OTG_ADDR[0],Location,PIN_H7,Yes,,,
Ok,,OTG_ADDR[1],Location,PIN_C3,Yes,,,
Ok,,OTG_CS_N,Location,PIN_A3,Yes,,,
Ok,,OTG_DATA[0],Location,PIN_J6,Yes,,,
Ok,,OTG_DATA[1],Location,PIN_K4,Yes,,,
Ok,,OTG_DATA[2],Location,PIN_J5,Yes,,,
Ok,,OTG_DATA[3],Location,PIN_K3,Yes,,,
Ok,,OTG_DATA[4],Location,PIN_J4,Yes,,,
Ok,,OTG_DATA[5],Location,PIN_J3,Yes,,,
Ok,,OTG_DATA[6],Location,PIN_J7,Yes,,,
Ok,,OTG_DATA[7],Location,PIN_H6,Yes,,,
Ok,,OTG_DATA[8],Location,PIN_H3,Yes,,,
Ok,,OTG_DATA[9],Location,PIN_H4,Yes,,,
Ok,,OTG_DATA[10],Location,PIN_G1,Yes,,,
Ok,,OTG_DATA[11],Location,PIN_G2,Yes,,,
Ok,,OTG_DATA[12],Location,PIN_G3,Yes,,,
Ok,,OTG_DATA[13],Location,PIN_F1,Yes,,,
Ok,,OTG_DATA[14],Location,PIN_F3,Yes,,,
Ok,,OTG_DATA[15],Location,PIN_G4,Yes,,,
Ok,,OTG_INT,Location,PIN_D5,Yes,,,
Ok,,OTG_RD_N,Location,PIN_B3,Yes,,,
Ok,,OTG_RST_N,Location,PIN_C5,Yes,,,
Ok,,OTG_WE_N,Location,PIN_A4,Yes,,,
Ok,,IRDA_RXD,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,IRDA_RXD,Location,PIN_Y15,Yes,,,
Ok,,DRAM_ADDR[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_ADDR[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_ADDR[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_ADDR[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_ADDR[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_ADDR[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_ADDR[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_ADDR[7],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_ADDR[8],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_ADDR[9],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_ADDR[10],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_ADDR[11],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_ADDR[12],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_BA[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_BA[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_CAS_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_CKE,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_CLK,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_CS_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[7],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[8],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[9],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[10],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[11],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[12],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[13],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[14],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[15],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[16],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[17],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[18],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[19],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[20],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[21],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[22],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[23],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[24],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[25],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[26],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[27],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[28],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[29],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[30],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQ[31],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQM[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQM[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQM[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_DQM[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_RAS_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_WE_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,DRAM_ADDR[0],Location,PIN_R6,Yes,,,
Ok,,DRAM_ADDR[1],Location,PIN_V8,Yes,,,
Ok,,DRAM_ADDR[2],Location,PIN_U8,Yes,,,
Ok,,DRAM_ADDR[3],Location,PIN_P1,Yes,,,
Ok,,DRAM_ADDR[4],Location,PIN_V5,Yes,,,
Ok,,DRAM_ADDR[5],Location,PIN_W8,Yes,,,
Ok,,DRAM_ADDR[6],Location,PIN_W7,Yes,,,
Ok,,DRAM_ADDR[7],Location,PIN_AA7,Yes,,,
Ok,,DRAM_ADDR[8],Location,PIN_Y5,Yes,,,
Ok,,DRAM_ADDR[9],Location,PIN_Y6,Yes,,,
Ok,,DRAM_ADDR[10],Location,PIN_R5,Yes,,,
Ok,,DRAM_ADDR[11],Location,PIN_AA5,Yes,,,
Ok,,DRAM_ADDR[12],Location,PIN_Y7,Yes,,,
Ok,,DRAM_BA[0],Location,PIN_U7,Yes,,,
Ok,,DRAM_BA[1],Location,PIN_R4,Yes,,,
Ok,,DRAM_CAS_N,Location,PIN_V7,Yes,,,
Ok,,DRAM_CKE,Location,PIN_AA6,Yes,,,
Ok,,DRAM_CLK,Location,PIN_AE5,Yes,,,
Ok,,DRAM_CS_N,Location,PIN_T4,Yes,,,
Ok,,DRAM_DQ[0],Location,PIN_W3,Yes,,,
Ok,,DRAM_DQ[1],Location,PIN_W2,Yes,,,
Ok,,DRAM_DQ[2],Location,PIN_V4,Yes,,,
Ok,,DRAM_DQ[3],Location,PIN_W1,Yes,,,
Ok,,DRAM_DQ[4],Location,PIN_V3,Yes,,,
Ok,,DRAM_DQ[5],Location,PIN_V2,Yes,,,
Ok,,DRAM_DQ[6],Location,PIN_V1,Yes,,,
Ok,,DRAM_DQ[7],Location,PIN_U3,Yes,,,
Ok,,DRAM_DQ[8],Location,PIN_Y3,Yes,,,
Ok,,DRAM_DQ[9],Location,PIN_Y4,Yes,,,
Ok,,DRAM_DQ[10],Location,PIN_AB1,Yes,,,
Ok,,DRAM_DQ[11],Location,PIN_AA3,Yes,,,
Ok,,DRAM_DQ[12],Location,PIN_AB2,Yes,,,
Ok,,DRAM_DQ[13],Location,PIN_AC1,Yes,,,
Ok,,DRAM_DQ[14],Location,PIN_AB3,Yes,,,
Ok,,DRAM_DQ[15],Location,PIN_AC2,Yes,,,
Ok,,DRAM_DQ[16],Location,PIN_M8,Yes,,,
Ok,,DRAM_DQ[17],Location,PIN_L8,Yes,,,
Ok,,DRAM_DQ[18],Location,PIN_P2,Yes,,,
Ok,,DRAM_DQ[19],Location,PIN_N3,Yes,,,
Ok,,DRAM_DQ[20],Location,PIN_N4,Yes,,,
Ok,,DRAM_DQ[21],Location,PIN_M4,Yes,,,
Ok,,DRAM_DQ[22],Location,PIN_M7,Yes,,,
Ok,,DRAM_DQ[23],Location,PIN_L7,Yes,,,
Ok,,DRAM_DQ[24],Location,PIN_U5,Yes,,,
Ok,,DRAM_DQ[25],Location,PIN_R7,Yes,,,
Ok,,DRAM_DQ[26],Location,PIN_R1,Yes,,,
Ok,,DRAM_DQ[27],Location,PIN_R2,Yes,,,
Ok,,DRAM_DQ[28],Location,PIN_R3,Yes,,,
Ok,,DRAM_DQ[29],Location,PIN_T3,Yes,,,
Ok,,DRAM_DQ[30],Location,PIN_U4,Yes,,,
Ok,,DRAM_DQ[31],Location,PIN_U1,Yes,,,
Ok,,DRAM_DQM[0],Location,PIN_U2,Yes,,,
Ok,,DRAM_DQM[1],Location,PIN_W4,Yes,,,
Ok,,DRAM_DQM[2],Location,PIN_K8,Yes,,,
Ok,,DRAM_DQM[3],Location,PIN_N8,Yes,,,
Ok,,DRAM_RAS_N,Location,PIN_U6,Yes,,,
Ok,,DRAM_WE_N,Location,PIN_V6,Yes,,,
Ok,,SRAM_ADDR[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[7],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[8],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[9],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[10],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[11],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[12],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[13],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[14],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[15],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[16],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[17],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[18],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[19],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_CE_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[7],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[8],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[9],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[10],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[11],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[12],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[13],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[14],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_DQ[15],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_LB_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_OE_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_UB_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_WE_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,SRAM_ADDR[0],Location,PIN_AB7,Yes,,,
Ok,,SRAM_ADDR[1],Location,PIN_AD7,Yes,,,
Ok,,SRAM_ADDR[2],Location,PIN_AE7,Yes,,,
Ok,,SRAM_ADDR[3],Location,PIN_AC7,Yes,,,
Ok,,SRAM_ADDR[4],Location,PIN_AB6,Yes,,,
Ok,,SRAM_ADDR[5],Location,PIN_AE6,Yes,,,
Ok,,SRAM_ADDR[6],Location,PIN_AB5,Yes,,,
Ok,,SRAM_ADDR[7],Location,PIN_AC5,Yes,,,
Ok,,SRAM_ADDR[8],Location,PIN_AF5,Yes,,,
Ok,,SRAM_ADDR[9],Location,PIN_T7,Yes,,,
Ok,,SRAM_ADDR[10],Location,PIN_AF2,Yes,,,
Ok,,SRAM_ADDR[11],Location,PIN_AD3,Yes,,,
Ok,,SRAM_ADDR[12],Location,PIN_AB4,Yes,,,
Ok,,SRAM_ADDR[13],Location,PIN_AC3,Yes,,,
Ok,,SRAM_ADDR[14],Location,PIN_AA4,Yes,,,
Ok,,SRAM_ADDR[15],Location,PIN_AB11,Yes,,,
Ok,,SRAM_ADDR[16],Location,PIN_AC11,Yes,,,
Ok,,SRAM_ADDR[17],Location,PIN_AB9,Yes,,,
Ok,,SRAM_ADDR[18],Location,PIN_AB8,Yes,,,
Ok,,SRAM_ADDR[19],Location,PIN_T8,Yes,,,
Ok,,SRAM_CE_N,Location,PIN_AF8,Yes,,,
Ok,,SRAM_DQ[0],Location,PIN_AH3,Yes,,,
Ok,,SRAM_DQ[1],Location,PIN_AF4,Yes,,,
Ok,,SRAM_DQ[2],Location,PIN_AG4,Yes,,,
Ok,,SRAM_DQ[3],Location,PIN_AH4,Yes,,,
Ok,,SRAM_DQ[4],Location,PIN_AF6,Yes,,,
Ok,,SRAM_DQ[5],Location,PIN_AG6,Yes,,,
Ok,,SRAM_DQ[6],Location,PIN_AH6,Yes,,,
Ok,,SRAM_DQ[7],Location,PIN_AF7,Yes,,,
Ok,,SRAM_DQ[8],Location,PIN_AD1,Yes,,,
Ok,,SRAM_DQ[9],Location,PIN_AD2,Yes,,,
Ok,,SRAM_DQ[10],Location,PIN_AE2,Yes,,,
Ok,,SRAM_DQ[11],Location,PIN_AE1,Yes,,,
Ok,,SRAM_DQ[12],Location,PIN_AE3,Yes,,,
Ok,,SRAM_DQ[13],Location,PIN_AE4,Yes,,,
Ok,,SRAM_DQ[14],Location,PIN_AF3,Yes,,,
Ok,,SRAM_DQ[15],Location,PIN_AG3,Yes,,,
Ok,,SRAM_LB_N,Location,PIN_AD4,Yes,,,
Ok,,SRAM_OE_N,Location,PIN_AD5,Yes,,,
Ok,,SRAM_UB_N,Location,PIN_AC4,Yes,,,
Ok,,SRAM_WE_N,Location,PIN_AE8,Yes,,,
Ok,,FL_ADDR[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[7],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[8],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[9],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[10],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[11],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[12],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[13],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[14],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[15],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[16],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[17],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[18],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[19],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[20],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[21],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[22],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_CE_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_DQ[0],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_DQ[1],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_DQ[2],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_DQ[3],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_DQ[4],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_DQ[5],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_DQ[6],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_DQ[7],I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_OE_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_RST_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_RY,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_WE_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_WP_N,I/O Standard,3.3-V LVTTL,Yes,,,
Ok,,FL_ADDR[0],Location,PIN_AG12,Yes,,,
Ok,,FL_ADDR[1],Location,PIN_AH7,Yes,,,
Ok,,FL_ADDR[2],Location,PIN_Y13,Yes,,,
Ok,,FL_ADDR[3],Location,PIN_Y14,Yes,,,
Ok,,FL_ADDR[4],Location,PIN_Y12,Yes,,,
Ok,,FL_ADDR[5],Location,PIN_AA13,Yes,,,
Ok,,FL_ADDR[6],Location,PIN_AA12,Yes,,,
Ok,,FL_ADDR[7],Location,PIN_AB13,Yes,,,
Ok,,FL_ADDR[8],Location,PIN_AB12,Yes,,,
Ok,,FL_ADDR[9],Location,PIN_AB10,Yes,,,
Ok,,FL_ADDR[10],Location,PIN_AE9,Yes,,,
Ok,,FL_ADDR[11],Location,PIN_AF9,Yes,,,
Ok,,FL_ADDR[12],Location,PIN_AA10,Yes,,,
Ok,,FL_ADDR[13],Location,PIN_AD8,Yes,,,
Ok,,FL_ADDR[14],Location,PIN_AC8,Yes,,,
Ok,,FL_ADDR[15],Location,PIN_Y10,Yes,,,
Ok,,FL_ADDR[16],Location,PIN_AA8,Yes,,,
Ok,,FL_ADDR[17],Location,PIN_AH12,Yes,,,
Ok,,FL_ADDR[18],Location,PIN_AC12,Yes,,,
Ok,,FL_ADDR[19],Location,PIN_AD12,Yes,,,
Ok,,FL_ADDR[20],Location,PIN_AE10,Yes,,,
Ok,,FL_ADDR[21],Location,PIN_AD10,Yes,,,
Ok,,FL_ADDR[22],Location,PIN_AD11,Yes,,,
Ok,,FL_CE_N,Location,PIN_AG7,Yes,,,
Ok,,FL_DQ[0],Location,PIN_AH8,Yes,,,
Ok,,FL_DQ[1],Location,PIN_AF10,Yes,,,
Ok,,FL_DQ[2],Location,PIN_AG10,Yes,,,
Ok,,FL_DQ[3],Location,PIN_AH10,Yes,,,
Ok,,FL_DQ[4],Location,PIN_AF11,Yes,,,
Ok,,FL_DQ[5],Location,PIN_AG11,Yes,,,
Ok,,FL_DQ[6],Location,PIN_AH11,Yes,,,
Ok,,FL_DQ[7],Location,PIN_AF12,Yes,,,
Ok,,FL_OE_N,Location,PIN_AG8,Yes,,,
Ok,,FL_RST_N,Location,PIN_AE11,Yes,,,
Ok,,FL_RY,Location,PIN_Y1,Yes,,,
Ok,,FL_WE_N,Location,PIN_AC10,Yes,,,
Ok,,FL_WP_N,Location,PIN_AE12,Yes,,,
Ok,,CAMERA_I2C_SCL,I/O Standard,2.5 V,Yes,,,
Ok,,CAMERA_I2C_SDA,I/O Standard,2.5 V,Yes,,,
Ok,,CAMERA_PWDN_n,I/O Standard,2.5 V,Yes,,,
Ok,,LCD_B[0],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_B[1],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_B[2],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_B[3],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_B[4],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_B[5],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_B[6],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_B[7],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_DCLK,I/O Standard,2.5 V,Yes,,,
Ok,,LCD_DE,I/O Standard,2.5 V,Yes,,,
Ok,,LCD_DIM,I/O Standard,2.5 V,Yes,,,
Ok,,LCD_DITH,I/O Standard,2.5 V,Yes,,,
Ok,,LCD_G[0],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_G[1],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_G[2],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_G[3],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_G[4],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_G[5],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_G[6],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_G[7],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_HSD,I/O Standard,2.5 V,Yes,,,
Ok,,LCD_MODE,I/O Standard,2.5 V,Yes,,,
Ok,,LCD_POWER_CTL,I/O Standard,2.5 V,Yes,,,
Ok,,LCD_RSTB,I/O Standard,2.5 V,Yes,,,
Ok,,LCD_R[0],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_R[1],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_R[2],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_R[3],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_R[4],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_R[5],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_R[6],I/O Standard,2.5 V,Yes,,,
Ok,,LCD_R[7],I/O Standard,2.5 V,Yes,,,
